sugu,vanus,lapsed,emaharidus,isaharidus,kaaslane,staatus3,tervis,haridus,haridustase,sissetulek,meeldib_oppida,literacy,numeracy,psolvskills,hvaldkond,kaalud
Naine,18,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Väga vähe,302.6664,298.8872,309.7742,Üld,99.25687
Mees,21,Ei,Kesk,Kõrg,Ei,Hõivatud,Väga hea,Kesk,Keskmine,618.1215,Mõningal määral,249.1995,232.8176,240.1996,Üld,122.7014
Mees,47,Jah,Põhi,Kesk,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,354.9567,Mõningal määral,276.2916,268.7269,282.1559,TehTo,108.8759
Naine,22,Ei,Kõrg,Kõrg,Ei,Töötu,Rahuldav,Kesk,Keskmine,NA,Väga suurel määral,310.6089,310.4605,369.7732,Üld,125.3096
Mees,36,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,1802.363,Suurel määral,284.7481,271.2329,NA,TehTo,100.4092
Naine,52,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,315.482,Suurel määral,273.7411,299.1878,269.604,Sots,114.2591
Naine,60,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,277.0209,256.783,NA,Põ,84.63857
Naine,65,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,229.9612,219.4443,NA,Teen,94.66655
Naine,48,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,345.8752,322.3341,NA,TehTo,96.19888
Naine,40,Ei,Kõrg,Kõrg,NA,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1236.559,Suurel määral,302.4832,268.2635,291.8239,Sots,113.9431
Mees,50,Jah,Kesk,Põhi,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Mõningal määral,216.8251,190.9373,NA,Üld,115.8658
Naine,37,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,486.5391,Mõningal määral,258.2467,270.6295,262.2082,Sots,91.59137
Naine,23,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Väga suurel määral,241.0066,233.8142,256.2116,Teen,87.32237
Naine,61,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,683.9127,Väga vähe,266.4403,282.135,250.935,Õp,113.1567
Mees,37,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,618.1215,Mõningal määral,289.7034,304.1024,235.4644,Üld,165.5704
Mees,19,Ei,Kõrg,Kesk,Jah,Hõivatud,Väga hea,Kesk,Keskmine,NA,Väga suurel määral,314.2036,358.8255,339.6672,Üld,122.7014
Naine,41,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,841.8116,Mõningal määral,309.1734,355.5245,323.6626,Sots,109.589
Mees,40,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,NA,Suurel määral,249.937,267.3462,227.8337,TehTo,101.9056
Naine,37,Ei,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,1100,Suurel määral,319.1292,243.8485,263.6611,Sots,92.95641
Mees,37,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Mõningal määral,259.6242,291.4937,246.5524,Teen,139.1399
Naine,50,Jah,Põhi,NA,Jah,Hõivatud,Halb,Kesk,Keskmine,461.1094,Mõningal määral,189.3434,209.9512,141.4446,Sots,116.91
Naine,53,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,295.7446,Mõningal määral,242.7701,231.5877,NA,TehTo,91.84532
Mees,31,Jah,Kesk,Kesk,Jah,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,1539.198,Väga suurel määral,296.5895,318.3556,278.17,Teen,148.5919
Mees,28,Jah,Kesk,NA,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,NA,Mõningal määral,302.7534,324.5868,295.6404,Teen,133.5027
Naine,42,Ei,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,380,Suurel määral,281.4846,288.2064,290.7281,Sots,153.0741
Naine,53,Jah,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,850,Mõningal määral,309.4021,296.7113,251.4299,Hum,97.47162
Mees,25,Jah,Kõrg,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,301.564,308.0759,254.8884,TehTo,129.8623
Naine,48,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1276.034,Väga suurel määral,280.1934,250.3763,295.3538,Õp,114.2591
Mees,46,Jah,Kesk,NA,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,257.0044,283.5697,NA,TehTo,98.79346
Naine,21,Ei,Kõrg,Kesk,Ei,Töötu,Hea,Põhi,Madal,NA,Mõningal määral,355.5897,328.7516,NA,Üld,104.4811
Naine,46,Jah,Kõrg,Kõrg,Jah,Hõivatud,Suurepärane,Kesk,Keskmine,NA,Suurel määral,282.3239,273.5959,NA,Üld,101.1337
Naine,64,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Suurel määral,240.2114,255.21190000000001,NA,Üld,113.1567
Naine,55,Jah,Põhi,Põhi,Ei,Hõivatud,Hea,Rakenduskõrg,Kõrge,866.6667,Väga suurel määral,219.284,201.6648,206.0202,Terv,114.2591
Mees,22,Ei,Kõrg,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,354.434,313.857,353.6135,Üld,122.7014
Mees,21,Ei,Kõrg,Kesk,Jah,Töötu,Väga hea,Kesk,Keskmine,NA,Suurel määral,323.0207,282.9709,325.7948,Täp,125.5482
Naine,40,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,507.5923,Väga suurel määral,352.0914,329.3841,282.7848,TehTo,138.4732
Naine,57,Jah,Põhi,Põhi,NA,Mitteaktiivne,Hea,Kesk-järgne kutse,Keskmine,NA,Mõningal määral,187.3078,220.5093,212.2711,TehTo,89.82339
Mees,45,Jah,Põhi,Põhi,Ei,Mitteaktiivne,Halb,Põhi,Madal,NA,Mõningal määral,250.6704,269.8171,234.8954,Üld,186.2346
Naine,61,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,315.482,Mõningal määral,299.5609,291.8409,NA,Üld,83.11272
Mees,56,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,447.0644,Mõningal määral,326.1966,304.2469,NA,TehTo,93.11479
Mees,30,Jah,Kõrg,NA,Jah,Hõivatud,Suurepärane,Põhi,Madal,1213.333,Suurel määral,300.1297,296.584,NA,TehTo,100.356
Mees,18,Ei,Kesk,Kesk,Ei,Töötu,Väga hea,Põhi,Madal,NA,Mõningal määral,297.8001,280.4765,284.417,Üld,125.5482
Naine,42,Jah,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,280.9317,293.4565,225.8313,Õp,116.5867
Mees,47,Jah,Põhi,Kesk,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,532.593,Mõningal määral,248.0673,235.9083,227.0161,TehTo,155.2644
Naine,52,Jah,Põhi,Põhi,Jah,Hõivatud,Halb,Kesk,Keskmine,1078.66,Mõningal määral,264.7385,226.5511,NA,Terv,116.91
Naine,40,Jah,Kesk,Kesk,Jah,Hõivatud,Suurepärane,Kesk-järgne kutse,Keskmine,318.1136,Väga suurel määral,272.7626,258.6982,270.1907,Terv,109.0201
Mees,20,Ei,Kesk,Põhi,Ei,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Väga suurel määral,324.1672,306.7616,331.1584,Üld,122.7014
Naine,26,Ei,Kesk,Kõrg,NA,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,960,Väga suurel määral,304.5077,292.9192,308.4456,Hum,129.527
Naine,30,Jah,Põhi,Kesk,Jah,Mitteaktiivne,Hea,Kesk-järgne kutse,Keskmine,NA,Mõningal määral,273.8204,297.0453,285.6801,Hum,172.6244
Naine,33,Ei,Kõrg,Kõrg,NA,Hõivatud,Väga hea,Kesk-järgne kutse,Keskmine,749.7039,Mõningal määral,214.471,200.5136,220.7278,Teen,128.4962
Mees,52,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,735,Suurel määral,296.9742,308.94,219.4327,TehTo,155.2644
Naine,46,Ei,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,289.1655,Mõningal määral,261.7635,176.5909,NA,Üld,96.67947
Naine,31,Ei,Kõrg,Kõrg,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,323.5324,317.1337,NA,Hum,158.2228
Naine,48,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,233.5243,258.6892,219.7652,Üld,122.2789
Naine,22,Ei,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,381.2732,Väga suurel määral,358.2583,324.4639,NA,Hum,109.1054
Naine,27,Ei,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,318.0832,324.5449,343.6109,Sots,185.2044
Naine,59,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Mõningal määral,284.3457,250.6847,NA,Üld,95.00956
Mees,55,Jah,Kõrg,Kesk,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,800,Suurel määral,272.4937,279.3621,259.5833,TehTo,144.6558
Naine,49,Ei,Kesk,Põhi,Ei,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,644.4749,Suurel määral,293.6765,282.1572,NA,Sots,114.2591
Naine,57,Jah,Kõrg,Kõrg,NA,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,618.1215,Mõningal määral,250.2267,264.2724,245.0888,TehTo,123.4563
Mees,29,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Väga hea,Rakenduskõrg,Kõrge,NA,Mõningal määral,294.0931,300.2827,298.7324,TehTo,125.9033
Mees,44,Jah,Kõrg,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,776.0204,Mõningal määral,241.4776,249.5512,253.4207,Üld,165.5704
Naine,63,Jah,Põhi,NA,Jah,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Väga suurel määral,274.0285,246.4035,NA,Üld,112.6842
Naine,32,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,749.7039,Suurel määral,287.7057,302.1714,307.2391,Sots,193.114
Naine,50,Jah,Põhi,Põhi,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,558.9094,Suurel määral,321.6372,328.9036,265.0171,Teen,115.9163
Naine,61,Jah,Kesk,Põhi,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,235.7404,240.0508,NA,Üld,112.6842
Mees,40,Jah,Kõrg,Kõrg,Jah,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,NA,Suurel määral,380.4202,400.9867,345.3282,Sots,133.7182
Mees,27,Ei,Kõrg,Kesk,Jah,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Mõningal määral,325.5201,270.7108,336.229,TehTo,133.5027
Mees,27,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,683.9127,Suurel määral,256.4644,249.5786,289.2515,Sots,154.0627
Naine,47,Jah,Põhi,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1100,Suurel määral,310.8719,301.7983,324.6312,Sots,103.6373
Mees,35,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,2300,Väga suurel määral,369.2014,362.7654,345.2125,TehTo,120.0759
Mees,38,Jah,NA,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,749.7039,Suurel määral,260.9598,286.9889,254.1672,Üld,110.5636
Naine,48,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,508.9081,Väga suurel määral,308.1652,269.3591,271.1022,Õp,170.3508
Mees,39,Jah,Kesk,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,316.8316,337.141,334.4925,Üld,101.9056
Naine,61,Jah,Põhi,Põhi,NA,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Väga vähe,254.9806,283.6097,NA,Üld,107.7365
Mees,46,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Üldse mitte,215.0114,233.0349,NA,TehTo,173.1521
Mees,16,Ei,Kesk,Põhi,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,252.7796,224.6893,219.8043,Üld,125.2482
Naine,33,Ei,Kesk,NA,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,881.2864,Väga suurel määral,296.3347,272.146,312.3825,Õp,105.67
Naine,38,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,486.5391,Mõningal määral,267.885,248.5235,262.8909,Sots,89.94017
Naine,26,Ei,Kõrg,Kesk,Ei,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,966.8149,Väga suurel määral,327.178,355.706,320.4456,Sots,92.34975
Naine,36,Jah,Kesk,Kõrg,Jah,Mitteaktiivne,Suurepärane,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,320.5134,316.0836,309.0308,Hum,113.9431
Mees,55,Jah,Põhi,Põhi,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Väga vähe,176.71190000000001,146.2617,NA,Üld,107.0013
Mees,54,Jah,Kesk,Põhi,Jah,Mitteaktiivne,Halb,Põhi,Madal,NA,Üldse mitte,146.4684,126.4395,NA,Üld,180.5471
Mees,58,Jah,Põhi,NA,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Suurel määral,226.7653,252.7061,NA,Üld,105.841
Mees,41,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Väga vähe,280.4243,259.0644,258.6266,Teen,92.40594
Naine,62,Jah,Kõrg,Kõrg,NA,Mitteaktiivne,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,277.0685,298.9026,258.6575,Sots,105.2936
Naine,47,Jah,NA,NA,Jah,Hõivatud,NA,Akadeemiline kõrg,Kõrge,278,Väga suurel määral,262.5862,246.8967,247.0425,Sots,82.60809
Naine,46,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,1197.084,Suurel määral,291.3958,316.0635,290.6288,TehTo,95.37682
Naine,33,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,1144.451,Suurel määral,290.0235,293.061,301.2473,Üld,105.67
Naine,60,Jah,NA,NA,NA,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Väga vähe,225.4264,196.2621,NA,Üld,77.89236
Mees,39,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,NA,Väga suurel määral,277.7406,258.9685,251.1629,TehTo,101.9056
Mees,57,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,NA,Suurel määral,332.7655,312.9631,280.5651,TehTo,117.8036
Mees,22,Ei,Kesk,Kõrg,Ei,Hõivatud,Väga hea,Kesk,Keskmine,1276.034,Suurel määral,288.7993,253.0998,263.5959,Üld,122.7014
Naine,17,Ei,Kesk,Kõrg,Ei,Mitteaktiivne,Hea,Põhi,Keskmine,NA,Suurel määral,271.8999,270.1045,309.175,Üld,125.3096
Mees,44,Jah,Kesk,Põhi,Ei,Hõivatud,Hea,Kesk,Keskmine,354.9567,Suurel määral,256.2226,234.0331,NA,Üld,167.8111
Mees,16,Ei,Kesk,Kõrg,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,251.6778,245.0775,258.7758,Üld,122.7014
Naine,35,Ei,Kesk,Kõrg,NA,Hõivatud,Halb,Kesk,Keskmine,512.8556,Suurel määral,279.0893,264.5248,294.7683,Üld,158.2228
Naine,51,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,275.9708,251.5498,227.8354,Sots,113.1611
Naine,28,Jah,Kõrg,Põhi,Jah,Hõivatud,Väga hea,Kesk,Keskmine,693.3333,Mõningal määral,279.1907,235.7558,NA,TehTo,116.4542
Mees,26,Ei,Kõrg,Kõrg,Ei,Hõivatud,Väga hea,Kesk,Keskmine,618.1215,Väga suurel määral,251.6423,230.5858,284.6683,Üld,169.5588
Mees,38,Ei,NA,NA,NA,Hõivatud,Hea,Kesk,Keskmine,618.1215,Mõningal määral,277.1415,252.5397,NA,TehTo,88.33611
Mees,24,Ei,Kõrg,Kõrg,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,248.1957,275.7947,277.6423,Teen,122.7014
Naine,42,Jah,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Suurel määral,282.4636,334.03,314.2625,TehTo,126.9208
Naine,28,Ei,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,881.2864,Suurel määral,307.8186,285.9508,302.81,Sots,158.2228
Naine,53,Jah,Põhi,Põhi,Ei,Hõivatud,Hea,Rakenduskõrg,Kõrge,387.8293,Mõningal määral,248.9702,239.9223,257.6872,TehTo,122.2789
Naine,52,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,286.0244,293.9513,254.3943,Teen,102.7272
Naine,22,Ei,Kesk,Kesk,Ei,Hõivatud,Hea,Kesk,Keskmine,1396.082,Suurel määral,307.7021,315.1765,308.3416,Üld,166.5068
Naine,19,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Mõningal määral,311.8661,283.4195,251.0916,Üld,115.7419
Mees,45,Jah,Kesk,Kesk,Jah,Töötu,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,250.1435,244.5263,220.7622,TehTo,162.473
Mees,50,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,618.1215,Mõningal määral,293.4592,293.9093,NA,TehTo,85.63836
Naine,22,Ei,Kesk,Kõrg,Ei,Hõivatud,Väga hea,Kesk,Keskmine,223.3743,Suurel määral,315.1133,299.2866,326.4078,Üld,118.4273
Mees,40,Jah,Kesk,Kesk,NA,Hõivatud,Rahuldav,Põhi,Madal,322.0611,Mõningal määral,202.7305,167.0405,NA,Üld,119.6682
Naine,60,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,618.1215,Mõningal määral,274.6961,270.3806,NA,Õp,100.8727
Mees,37,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,1933.946,Suurel määral,300.3278,271.5809,237.6265,Põ,125.8342
Mees,49,Jah,Kõrg,Põhi,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,1500,Mõningal määral,268.0291,278.1975,262.817,Terv,116.4704
Mees,24,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Suurel määral,329.4933,322.0186,330.4406,Üld,105.8108
Mees,16,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,295.3368,290.0314,288.4829,Üld,92.57301
Naine,32,Ei,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,552.3303,Mõningal määral,207.9482,199.4547,212.4863,Üld,158.2228
Mees,44,Jah,Kesk,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Suurel määral,194.3115,213.1741,223.9778,Üld,139.1399
Naine,29,Jah,Kõrg,Kesk,Jah,Töötu,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,327.6691,271.0347,326.214,Sots,129.527
Naine,54,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Suurel määral,250.3875,219.7764,NA,Üld,116.91
Mees,49,Jah,Kesk,Kesk,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,334.0255,296.9628,270.075,Üld,113.2958
Naine,55,Ei,Põhi,Põhi,Ei,Hõivatud,Hea,Rakenduskõrg,Kõrge,862.8648,Suurel määral,252.2425,225.1557,233.2527,TehTo,98.84048
Naine,23,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Põhi,Madal,381.2732,Mõningal määral,284.8155,244.2717,276.7057,Üld,125.2703
Naine,41,Jah,Kesk,Kesk,Ei,Hõivatud,Suurepärane,Kesk-järgne kutse,Keskmine,815.4951,Väga suurel määral,284.1866,302.5771,305.5803,Terv,96.73882
Naine,34,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Põhi,Madal,NA,Suurel määral,265.9958,272.9764,246.9131,Üld,129.527
Naine,31,Ei,Kõrg,Kesk,NA,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,2400,Väga suurel määral,299.4023,290.4196,353.3481,Sots,110.4964
Naine,40,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,486.5391,Suurel määral,289.6554,291.0366,325.9796,TehTo,153.0741
Mees,58,Jah,Kõrg,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,618.1215,Mõningal määral,276.1234,269.2318,271.2426,Üld,143.1362
Mees,21,Ei,Kesk,Kesk,Ei,Hõivatud,Väga hea,Kesk,Keskmine,618.1215,Suurel määral,285.1461,278.4139,311.6552,TehTo,141.9293
Naine,19,Ei,Kõrg,Kõrg,Ei,Töötu,Suurepärane,Kesk,Keskmine,NA,Väga suurel määral,253.4397,249.395,293.1604,Üld,125.3096
Naine,33,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,1300,Mõningal määral,252.1459,277.8381,244.5874,Sots,105.67
Mees,40,Ei,Kõrg,Kõrg,NA,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,363.0244,360.0526,324.6085,Täp,112.3056
Naine,50,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,618.1215,Suurel määral,254.3222,237.5203,261.1978,Sots,119.9914
Naine,45,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,623,Suurel määral,294.1593,250.2069,233.5264,Õp,89.94017
Mees,25,Jah,Kesk,Kesk,Ei,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,306.4135,291.5733,260.0045,TehTo,125.9017
Mees,40,Jah,Põhi,Põhi,Ei,Hõivatud,Hea,Kesk,Keskmine,1933.946,Mõningal määral,209.3412,217.894,232.286,Üld,89.05991
Mees,36,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,350.1911,351.3417,341.0576,TehTo,133.7182
Mees,60,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Põhi,Madal,520,Väga vähe,197.9451,205.2001,NA,Üld,119.3147
Naine,56,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,259.3481,262.3871,230.8758,Hum,85.89999
Naine,30,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1407.616,Väga suurel määral,308.3271,307.6294,333.3373,Täp,129.527
Mees,63,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Väga vähe,225.5623,263.218,NA,Üld,99.78101
Mees,50,Jah,NA,NA,NA,Hõivatud,Rahuldav,Kesk,Keskmine,539.1721,Suurel määral,185.2684,144.6103,NA,Üld,87.55258
Mees,27,Jah,Kesk,Kesk,Ei,Hõivatud,Väga hea,Kesk,Keskmine,723.3875,Suurel määral,305.3501,293.839,333.3217,Üld,146.7492
Mees,65,Jah,Põhi,Kesk,Jah,Mitteaktiivne,Suurepärane,Akadeemiline kõrg,Kõrge,NA,Suurel määral,219.7615,241.1131,NA,TehTo,89.77724
Mees,30,Jah,NA,NA,Jah,Hõivatud,Hea,Põhi,Madal,NA,Väga suurel määral,230.1738,261.9276,249.1143,Üld,109.5663
Naine,56,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Halb,Kesk,Keskmine,NA,Väga vähe,224.2566,233.8158,232.8316,Sots,110.5761
Naine,27,NA,NA,NA,NA,Mitteaktiivne,NA,Kesk,Keskmine,NA,NA,137.067,82.74556,NA,TehTo,158.2228
Mees,46,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,262.1508,278.7628,271.6329,TehTo,131.2973
Naine,26,Ei,Põhi,Põhi,Ei,Hõivatud,Väga hea,Kesk-järgne kutse,Keskmine,486.5391,Suurel määral,314.5934,312.5838,339.816,Sots,102.2412
Mees,58,Jah,NA,Kõrg,NA,Töötu,Halb,Akadeemiline kõrg,Kõrge,NA,Suurel määral,215.2,211.1584,NA,TehTo,121.2352
Naine,50,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,354.9567,Suurel määral,221.592,220.1057,NA,TehTo,103.6009
Mees,22,Ei,Põhi,NA,NA,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,881.2864,Suurel määral,224.6895,273.6731,278.1871,TehTo,118.6932
Mees,48,Jah,Põhi,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,644.4749,Mõningal määral,191.8953,170.9014,NA,Üld,101.9568
Mees,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.67338
Naine,20,Ei,Kesk,Kesk,Jah,Hõivatud,Väga hea,Kesk,Keskmine,394.4314,Suurel määral,280.7134,241.7369,289.1948,Sots,99.25687
Naine,44,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,526.0139,Mõningal määral,239.0426,259.4448,209.0026,TehTo,162.9217
Mees,50,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,1500,Mõningal määral,204.457,232.2481,NA,Teen,157.8225
Naine,63,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Mõningal määral,330.1082,319.1035,NA,Teen,84.63857
Mees,16,Ei,Kesk,Põhi,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,275.3365,256.8526,266.0108,Üld,195.167
Naine,57,Jah,Põhi,Põhi,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,278.2804,287.6303,252.2588,Sots,105.2936
